"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 14 21:20:28 GMT 2022","Wed Sep 14 21:20:35 GMT 2022","6515","","","","","","Empty email validation is working on Contact Us page (""Peter Parker"")",""
"passed","Wed Sep 14 21:20:20 GMT 2022","Wed Sep 14 21:20:20 GMT 2022","468","","","","","","GET user info",""
"passed","Wed Sep 14 21:20:20 GMT 2022","Wed Sep 14 21:20:28 GMT 2022","7824","","","","","","Empty email validation is working on Contact Us page (""John Doe"")",""
