"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 25 14:15:49 GMT 2022","Fri Nov 25 14:15:49 GMT 2022","320","","","","","","GET organization info",""
"passed","Fri Nov 25 14:15:49 GMT 2022","Fri Nov 25 14:15:58 GMT 2022","8482","","","","","","Empty email validation is working on Contact Us page (""John Doe"")",""
"passed","Fri Nov 25 14:15:58 GMT 2022","Fri Nov 25 14:16:05 GMT 2022","6387","","","","","","Empty email validation is working on Contact Us page (""Peter Parker"")",""
"passed","Fri Nov 25 14:15:49 GMT 2022","Fri Nov 25 14:15:49 GMT 2022","78","","","","","","GET user info",""
"passed","Fri Nov 25 14:15:49 GMT 2022","Fri Nov 25 14:15:50 GMT 2022","319","","","","","","GET users info",""
