"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 14 20:38:13 GMT 2022","Wed Sep 14 20:38:20 GMT 2022","7018","","","","","","Empty email validation is working on Contact Us page (""John Doe"")",""
"passed","Wed Sep 14 20:38:13 GMT 2022","Wed Sep 14 20:38:13 GMT 2022","214","","","","","","GET user info",""
"passed","Wed Sep 14 20:38:21 GMT 2022","Wed Sep 14 20:38:26 GMT 2022","5605","","","","","","Empty email validation is working on Contact Us page (""Peter Parker"")",""
